I;L;J;AMUX;AMUN;AMUG;AMUF;E;D_J;Gx;Gn0;Gg;Gf
0.0;0;0.5;0.0;1.0;0.0;0.0;1000.0;9462.020659593973;0.0;0.5374427734649377;0.13013513753005485;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1000.0;7935.018714902686;0.0;0.0;0.2502598798654901;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;1000.0;5234.68767072334;0.0;2.6607202094778257;0.2502598798654901;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;1000.0;3680.852300203927;0.0;0.2914302363154944;0.13013513753005485;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;1000.0;3894.8068081658685;0.0;0.31078958453000816;0.13013513753005485;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;1041.3289435570352;9462.145507084415;0.0;0.5374498648023949;0.1301407252320479;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1041.3289435570352;7935.123414227366;0.0;0.0;0.25027062544624595;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;1041.3289435570352;5234.756740284954;0.0;2.6607553165921383;0.25027062544624595;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;1041.3289435570352;3680.900867543706;0.0;0.29143408161820006;0.1301407252320479;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;1041.3289435570352;3894.858198547823;0.0;0.310793685271391;0.1301407252320479;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;1084.3659686896099;9462.275514965146;0.0;0.5374572492500204;0.13014654408817214;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1084.3659686896099;7935.23244114707;0.0;0.0;0.25028181555417717;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;1084.3659686896099;5234.828664736912;0.0;2.6607918748082;0.25028181555417717;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;1084.3659686896099;3680.9514423441688;0.0;0.29143808586092657;0.13014654408817214;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;1084.3659686896099;3894.911713076823;0.0;0.3107979555109827;0.13014654408817214;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;1129.1816686047523;9462.410896558184;0.0;0.5374649389245049;0.13015260367037806;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1129.1816686047523;7935.345974557433;0.0;0.0;0.2502934685968809;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;1129.1816686047523;5234.90356209567;0.0;2.660829944112162;0.2502934685968809;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;1129.1816686047523;3681.0041075904273;0.0;0.2914422556139921;0.13015260367037806;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;1129.1816686047523;3894.967439561602;0.0;0.3108024022555595;0.13015260367037806;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;1175.849554052157;9462.551874006018;0.0;0.5374729464435419;0.130158913947785;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1175.849554052157;7935.4642007510965;0.0;0.0;0.2503056037457404;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;1175.849554052157;5234.981555257446;0.0;2.660869586970493;0.2503056037457404;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;1175.849554052157;3681.058949698874;0.0;0.29144659771938547;0.130158913947785;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;1175.849554052157;3895.025469441622;0.0;0.3108070328016148;0.130158913947785;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;1224.4461739031435;9462.698678636492;0.0;0.5374812849465528;0.13016548530322752;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1224.4461739031435;7935.5873137236995;0.0;0.0;0.25031824096774524;0.0
