I;L;J;AMUX;AMUN;AMUG;AMUF;E;D_J;Gx;Gn0;Gg;Gf
0.0;2;2.5;0.0;1.0;0.0;0.0;1625.7556664437934;1577.6062348610888;0.0;0.01968869432223053;0.13522770427829178;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;1692.946430619779;3501.8771930180988;0.0;0.24513140351126692;0.1352371221971785;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1692.946430619779;2766.4486196609396;0.0;0.0;0.22038642135836498;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;1692.946430619779;2019.3489528292605;0.0;4.482402807063167;0.22038642135836498;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;1692.946430619779;1259.529298337112;0.0;0.018559949122995925;0.1352371221971785;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;1692.946430619779;1577.6398023567565;0.0;0.019689113248161957;0.1352371221971785;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;1762.914118095948;3501.9547825326567;0.0;0.24513683477728596;0.13524692995148707;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1762.914118095948;2766.5099146160787;0.0;0.0;0.22040240436538633;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;1762.914118095948;2019.3936946338233;0.0;4.482502121641802;0.22040240436538633;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;1762.914118095948;1259.5572051600652;0.0;0.01856036034742308;0.13524692995148707;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;1762.914118095948;1577.6747574107649;0.0;0.019689549490969686;0.13524692995148707;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;1835.7734961786339;3502.035579339706;0.0;0.24514249055377943;0.1352571437035931;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1835.7734961786339;2766.5737433008144;0.0;0.0;0.22041904899844803;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;1835.7734961786339;2019.4402859157888;0.0;4.482605541554825;0.22041904899844803;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;1835.7734961786339;1259.5862655582694;0.0;0.018560788570500447;0.1352571437035931;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;1835.7734961786339;1577.7111573904554;0.0;0.019690003766604267;0.1352571437035931;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;1911.6440753857016;3502.1197160438555;0.0;0.2451483801230699;0.13526778028814432;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1911.6440753857016;2766.6402104714853;0.0;0.0;0.22043638269179072;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;1911.6440753857016;2019.4888031412804;0.0;4.482713236536136;0.22043638269179072;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;1911.6440753857016;1259.6165272259695;0.0;0.018561234495032438;0.13526778028814432;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;1911.6440753857016;1577.749062035875;0.0;0.019690476820627873;0.13526778028814432;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;1990.650305478458;3502.207330734394;0.0;0.24515451315140757;0.13527885724020802;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1990.650305478458;2766.709425217275;0.0;0.0;0.2204544340210797;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;1990.650305478458;2019.5393259391512;0.0;4.482825383340025;0.2204544340210797;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;1990.650305478458;1259.6480398301;0.0;0.01856169885289229;0.13527885724020802;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;1990.650305478458;1577.7885335579892;0.0;0.019690969429439983;0.13527885724020802;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;2072.921779595372;3502.2985672123186;0.0;0.2451608997048623;0.13529039282461214;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;2072.921779595372;2766.7815011395605;0.0;0.0;0.22047323275121977;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;2072.921779595372;2019.5919372318958;0.0;4.482942166031769;0.22047323275121977;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;2072.921779595372;1259.6808550919409;0.0;0.018562182406225293;0.13529039282461214;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;2072.921779595372;1577.8296367409584;0.0;0.019691482401553856;0.13529039282461214;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;2158.593446822416;3502.393575226793;0.0;0.2451675502658755;0.13530240606653296;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;2158.593446822416;2766.856556538711;0.0;0.0;0.22049280988620182;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;2158.593446822416;2019.646723372004;0.0;4.483063776290296;0.22049280988620182;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;2158.593446822416;1259.715026872164;0.0;0.018562685948702005;0.13530240606653296;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;2158.593446822416;1577.8724390486684;0.0;0.01969201657892598;0.13530240606653296;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;2247.8058335487253;3502.4925107213917;0.0;0.24517447575049744;0.13531491678338273;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;2247.8058335487253;2766.9347146086216;0.0;0.0;0.22051319772106812;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;2247.8058335487253;2019.703774283959;0.0;4.483190413723382;0.22051319772106812;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;2247.8058335487253;1259.7506112594008;0.0;0.01856321030682338;0.13531491678338273;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;2247.8058335487253;1577.9170107356642;0.0;0.01969257283834059;0.13531491678338273;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;2340.705273970635;3502.5955360905796;0.0;0.24518168752634056;0.13532794561805464;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;2340.705273970635;2767.0161036393242;0.0;0.0;0.22053442989608904;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;2340.705273970635;2019.7631836121327;0.0;4.483322286195943;0.22053442989608904;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;2340.705273970635;1259.7876666624923;0.0;0.018563756341280074;0.13532794561805464;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;2340.705273970635;1577.9634249626986;0.0;0.019693152092851687;0.13532794561805464;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;2437.444150122222;3502.702820446804;0.0;0.2451891974312763;0.13534151407358425;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;2437.444150122222;2767.100857227994;0.0;0.0;0.2205565414532484;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;2437.444150122222;2019.8250488748065;0.0;4.48345961017191;0.2205565414532484;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;2437.444150122222;1259.8262539065531;0.0;0.018564324948368065;0.13534151407358425;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;2437.444150122222;1578.01175791706;0.0;0.01969375529328478;0.13534151407358425;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;2538.181141826046;3502.8145398986962;0.0;0.24519701779290873;0.13535564454928925;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;2538.181141826046;2767.1891144987208;0.0;0.0;0.220579568895138;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;2538.181141826046;2019.8894716245932;0.0;4.483602611070332;0.220579568895138;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;2538.181141826046;1259.8664363330336;0.0;0.018564917061463092;0.13535564454928925;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;2538.181141826046;1578.0620889379063;0.0;0.01969438342980102;0.13535564454928925;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;2643.0814869741057;3502.9308778407926;0.0;0.24520516144885549;0.1353703603784533;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;2643.0814869741057;2767.281020331389;0.0;0.0;0.22060355024636832;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;2643.0814869741057;2019.9565576155053;0.0;4.483751523636215;0.22060355024636832;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;2643.0814869741057;1259.908279903925;0.0;0.018565533652556202;0.1353703603784533;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;2643.0814869741057;1578.1145006467866;0.0;0.019695037533526177;0.1353703603784533;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;2752.317252565903;3503.052025255287;0.0;0.24521364176787008;0.13538568586762126;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;2752.317252565903;2767.376725600058;0.0;0.0;0.22062852511760503;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;2752.317252565903;2020.02641697696;0.0;4.483906592326768;0.22062852511760503;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;2752.317252565903;1259.9518533102903;0.0;0.018566175733853024;0.13538568586762126;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;2752.317252565903;1578.1690790835862;0.0;0.019695718678247202;0.13538568586762126;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;2866.0676169482504;3503.1781810263146;0.0;0.24522247267184202;0.13540164633757787;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;2866.0676169482504;2767.4763874212426;0.0;0.0;0.22065453477234911;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;2866.0676169482504;2020.0991643950094;0.0;4.484068071713684;0.22065453477234911;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;2866.0676169482504;1259.9972280853056;0.0;0.01856684435943947;0.13540164633757787;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;2866.0676169482504;1578.225913848114;0.0;0.01969642798217928;0.13540164633757787;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;2984.519163719751;3503.3095522672747;0.0;0.24523166865870924;0.13541826816608266;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;2984.519163719751;2767.5801694124966;0.0;0.0;0.22068162219657916;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;2984.519163719751;2020.1749193010905;0.0;4.484236226902112;0.22068162219657916;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;2984.519163719751;1260.0444787219863;0.0;0.01856754062701656;0.13541826816608266;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;2984.519163719751;1578.285098247566;0.0;0.019697166609806194;0.13541826816608266;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;3107.866187782014;3503.44635466174;0.0;0.24524124482632179;0.13543557883244195;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;3107.866187782014;2767.6882419617245;0.0;0.0;0.22070983217138684;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;3107.866187782014;2020.25380606861;0.0;4.484411333967028;0.22070983217138684;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;3107.866187782014;1260.0936827958055;0.0;0.018568265679707225;0.13543557883244195;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;3107.866187782014;1578.3467294501097;0.0;0.019697935773797044;0.13543557883244195;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;3236.3110140396716;3503.58881281854;0.0;0.2452512168972978;0.13545360696399736;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;3236.3110140396716;2767.8007825076998;0.0;0.0;0.22073921134873642;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;3236.3110140396716;2020.335954217703;0.0;4.484593680407732;0.22073921134873642;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;3236.3110140396716;1260.144921092407;0.0;0.018569020707938266;0.13545360696399736;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;3236.3110140396716;1578.4109086448532;0.0;0.01969873673700271;0.13545360696399736;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;3370.0643292719283;3503.737160641579;0.0;0.24526160124491053;0.13547238238461656;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;3370.0643292719283;2767.91797583221;0.0;0.0;0.22076980833048626;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;3370.0643292719283;2020.421498628485;0.0;4.484783565621222;0.22076980833048626;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;3370.0643292719283;1260.1982777406167;0.0;0.018569806951400373;0.13547238238461656;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;3370.0643292719283;1578.4777412084525;0.0;0.019699570814535113;0.13547238238461656;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;3509.345527719985;3503.8916417150217;0.0;0.2452724149200515;0.13549193616527805;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;3509.345527719985;2768.040014364355;0.0;0.0;0.22080167375082346;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;3509.345527719985;2020.510579763172;0.0;4.484981301395229;0.22080167375082346;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;3509.345527719985;1260.2538403509868;0.0;0.018570625701089617;0.13549193616527805;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;3509.345527719985;1578.5473368786431;0.0;0.019700439375932917;0.13549193616527805;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;3654.3830709572544;3504.0525097044856;0.0;0.245283675679314;0.13551230067684092;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;3654.3830709572544;2768.167098497485;0.0;0.0;0.22083486036225927;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;3654.3830709572544;2020.603343897424;0.0;4.485187212421743;0.22083486036225927;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;3654.3830709572544;1260.311700160091;0.0;0.018571478301433776;0.13551230067684092;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;3654.3830709572544;1578.6198099349829;0.0;0.019701343847417205;0.13551230067684092;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;3805.4148626326314;3504.2200287749156;0.0;0.2452954020142441;0.1355335096451014;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;3805.4148626326314;2768.299436919312;0.0;0.0;0.22086942312535046;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;3805.4148626326314;2020.6999433613134;0.0;4.485401636831893;0.22086942312535046;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;3805.4148626326314;1260.3719521808237;0.0;0.018572366152507055;0.1355335096451014;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;3805.4148626326314;1578.6952793871071;0.0;0.019702285714240948;0.1355335096451014;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;3962.6886387014783;3504.3944740258144;0.0;0.24530761318180702;0.1355555982082355;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;3962.6886387014783;2768.4372469557456;0.0;0.0;0.22090541930230972;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;3962.6886387014783;2020.800536790298;0.0;4.485624926753044;0.22090541930230972;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;3962.6886387014783;1260.43469535894;0.0;0.01857329071233682;0.1355555982082355;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;3962.6886387014783;1578.7738691708091;0.0;0.019703266523136073;0.1355555982082355;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;4126.462373784472;3504.5761319445974;0.0;0.24532032923612182;0.13557860297674165;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;4126.462373784472;2768.580754929032;0.0;0.0;0.22094290855469012;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;4126.462373784472;2020.905289386648;0.0;4.485857448889085;0.22094290855469012;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;4126.462373784472;1260.5000327361154;0.0;0.01857425349930637;0.13557860297674165;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;4126.462373784472;1578.8557083522792;0.0;0.019704287884862427;0.13557860297674165;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;4297.00470432084;3504.7653008787693;0.0;0.24533357106151385;0.13560256209598942;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;4297.00470432084;2768.7301965307724;0.0;0.0;0.2209819530453161;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;4297.00470432084;2021.0143731917253;0.0;4.486099585124825;0.2209819530453161;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;4297.00470432084;1260.5680716197746;0.0;0.01857525609465748;0.13560256209598942;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;4297.00470432084;1578.9409313408278;0.0;0.01970535147686256;0.13560256209598942;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;4474.59536921003;3504.9622915277832;0.0;0.24534736040694483;0.1356275153115022;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;4474.59536921003;2768.8858172104856;0.0;0.0;0.2210226175446702;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;4474.59536921003;2021.1279673696126;0.0;4.486351733155564;0.2210226175446702;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;4474.59536921003;1260.63892376;0.0;0.018576300145097254;0.1356275153115022;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;4474.59536921003;1579.0296781104735;0.0;0.019706459046027178;0.1356275153115022;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;4659.525668664682;3505.167427455337;0.0;0.24536171992187358;0.13565350403709042;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;4659.525668664682;2769.0478725803187;0.0;0.0;0.22106496954192512;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;4659.525668664682;2021.2462585025282;0.0;4.486614307142832;0.22106496954192512;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;4659.525668664682;1260.7127055337899;0.0;0.018577387365513287;0.13565350403709042;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;4659.525668664682;1579.1220944307395;0.0;0.019707612411575495;0.13565350403709042;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;4852.098942027481;3505.381045623023;0.0;0.2453766731936116;0.13568057142597392;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;4852.098942027481;2769.2166288366225;0.0;0.0;0.2211090793608464;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;4852.098942027481;2021.3694408985534;0.0;4.486887738397471;0.2211090793608464;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;4852.098942027481;1260.7895381369988;0.0;0.018578519541802025;0.13568057142597392;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;4852.098942027481;1579.218332107069;0.0;0.019708813468055666;0.13568057142597392;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;5052.6310653356795;3505.6034969461684;0.0;0.24539224478623178;0.13570876244502544;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;5052.6310653356795;2769.3923631990624;0.0;0.0;0.22115502028078218;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;5052.6310653356795;2021.4977169121569;0.0;4.4871724760910965;0.22115502028078218;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;5052.6310653356795;1260.869547784257;0.0;0.018579698533814696;0.13570876244502544;0.0
