I;L;J;AMUX;AMUN;AMUG;AMUF;E;D_J;Gx;Gn0;Gg;Gf
0.0;0;0.5;0.0;1.0;0.0;0.0;1000.0;3201.0080991657296;0.0;0.16645242115661793;0.08508806129173037;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1000.0;2512.173042871872;0.0;0.0;0.180186482735429;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;1000.0;1854.7954790369952;0.0;6.0178952264315715;0.180186482735429;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;1000.0;1141.6785614772755;0.0;0.03841209718998876;0.08508806129173037;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;1000.0;1457.503633148521;0.0;0.040697565939637706;0.08508806129173037;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;1041.3289435570352;3201.04976508202;0.0;0.16645458778426503;0.08509170246987847;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1041.3289435570352;2512.205742567864;0.0;0.0;0.18019419346562499;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;1041.3289435570352;1854.819621979084;0.0;6.017973558354197;0.18019419346562499;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;1041.3289435570352;1141.693422134262;0.0;0.03841259718098424;0.08509170246987847;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;1041.3289435570352;1457.5226047419972;0.0;0.040698095679433145;0.08509170246987847;0.0
0.0;0;0.5;0.0;1.0;0.0;0.0;1084.3659686896099;3201.0931531958195;0.0;0.1664568439661826;0.08509549427736576;0.0
0.0;1;0.5;0.0;1.0;0.0;0.0;1084.3659686896099;2512.2397938562367;0.0;0.0;0.1802022231755981;0.0
0.0;1;1.5;0.0;1.0;0.0;0.0;1084.3659686896099;1854.8447628330982;0.0;6.0180551280081405;0.1802022231755981;0.0
0.0;2;1.5;0.0;1.0;0.0;0.0;1084.3659686896099;1141.7088970339853;0.0;0.03841311783834984;0.08509549427736576;0.0
0.0;2;2.5;0.0;1.0;0.0;0.0;1084.3659686896099;1457.54236049754;0.0;0.040698647315220264;0.08509549427736576;0.0
